Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Syrian Arab Republic,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Tajikistan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.03 ,0.02 , 0.05,,0.06 ,0.03 , 0.08,,0.09 ,0.07 , 0.12,,0.14 ,0.11 , 0.17,,0.19 ,0.15 , 0.22,,0.24 ,0.20 , 0.27,,0.27 ,0.25 , 0.32,,0.30 ,0.27 , 0.34,,0.30 ,0.27 , 0.34,,0.30 ,0.27 , 0.34,,0.28 ,0.26 , 0.32,,0.26 ,0.23 , 0.31,,0.24 ,0.21 , 0.28,,0.21 ,0.18 , 0.26,,0.19 ,0.15 , 0.24,,0.17 ,0.13 , 0.21,,0.15 ,0.10 , 0.19,,0.13 ,0.09 , 0.17,
Thailand,4.58 ,3.86 , 5.48,,4.97 ,4.19 , 5.93,,4.67 ,3.95 , 5.52,,3.63 ,3.11 , 4.22,,2.87 ,2.48 , 3.35,,2.28 ,1.98 , 2.61,,1.83 ,1.60 , 2.09,,1.49 ,1.30 , 1.70,,1.28 ,1.11 , 1.47,,1.13 ,0.98 , 1.30,,1.00 ,0.87 , 1.14,,0.90 ,0.78 , 1.02,,0.80 ,0.69 , 0.91,,0.72 ,0.62 , 0.81,,0.65 ,0.56 , 0.73,,0.59 ,0.51 , 0.67,,0.52 ,0.45 , 0.59,,0.48 ,0.42 , 0.55,,0.44 ,0.38 , 0.51,,0.41 ,0.36 , 0.48,,0.39 ,0.34 , 0.46,,0.37 ,0.32 , 0.44,,0.36 ,0.30 , 0.43,,0.33 ,0.28 , 0.40,,0.31 ,0.27 , 0.38,,0.30 ,0.25 , 0.36,,0.27 ,0.22 , 0.33,,0.25 ,0.21 , 0.30,,0.22 ,0.19 , 0.28,,0.21 ,0.17 , 0.26,,0.19 ,0.16 , 0.24,
Timor-Leste,0.02 ,<0.01 , 0.04,,0.03 ,0.01 , 0.05,,0.03 ,0.01 , 0.05,,0.03 ,0.02 , 0.06,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.08,,0.05 ,0.03 , 0.09,,0.05 ,0.03 , 0.10,,0.05 ,0.03 , 0.10,,0.06 ,0.04 , 0.11,,0.07 ,0.04 , 0.12,,0.07 ,0.05 , 0.13,,0.08 ,0.06 , 0.14,,0.09 ,0.06 , 0.15,,0.10 ,0.07 , 0.16,,0.10 ,0.08 , 0.17,,0.11 ,0.09 , 0.17,,0.12 ,0.09 , 0.17,,0.12 ,0.10 , 0.17,,0.14 ,0.11 , 0.18,,0.14 ,0.11 , 0.19,,0.15 ,0.12 , 0.20,,0.16 ,0.12 , 0.21,,0.16 ,0.12 , 0.22,,0.17 ,0.12 , 0.24,,0.18 ,0.11 , 0.26,,0.18 ,0.11 , 0.27,,0.19 ,0.10 , 0.29,,0.19 ,0.09 , 0.30,,0.18 ,0.08 , 0.31,
Togo,3.12 ,3.01 , 3.27,,3.48 ,3.37 , 3.65,,3.91 ,3.79 , 4.10,,4.39 ,4.27 , 4.60,,4.89 ,4.75 , 5.12,,5.16 ,5.01 , 5.42,,5.39 ,5.22 , 5.67,,5.40 ,5.22 , 5.70,,4.91 ,4.72 , 5.22,,4.40 ,4.21 , 4.73,,3.91 ,3.71 , 4.23,,3.41 ,3.22 , 3.72,,3.01 ,2.82 , 3.32,,2.71 ,2.53 , 3.01,,2.55 ,2.38 , 2.85,,2.42 ,2.26 , 2.72,,2.22 ,2.04 , 2.52,,2.14 ,1.96 , 2.44,,2.06 ,1.89 , 2.35,,1.93 ,1.76 , 2.20,,1.72 ,1.55 , 1.99,,1.51 ,1.36 , 1.75,,1.37 ,1.23 , 1.58,,1.24 ,1.12 , 1.44,,1.17 ,1.05 , 1.36,,1.12 ,1.00 , 1.29,,1.03 ,0.92 , 1.19,,0.91 ,0.81 , 1.05,,0.79 ,0.71 , 0.91,,0.70 ,0.63 , 0.81,,0.59 ,0.53 , 0.68,
Trinidad and Tobago,0.53 ,0.37 , 0.78,"Children estimates were not available at the time of publication.",0.64 ,0.47 , 0.89,"Children estimates were not available at the time of publication.",0.75 ,0.57 , 0.99,"Children estimates were not available at the time of publication.",0.87 ,0.69 , 1.10,"Children estimates were not available at the time of publication.",0.98 ,0.82 , 1.21,"Children estimates were not available at the time of publication.",1.09 ,0.92 , 1.30,"Children estimates were not available at the time of publication.",1.20 ,1.02 , 1.39,"Children estimates were not available at the time of publication.",1.29 ,1.13 , 1.46,"Children estimates were not available at the time of publication.",1.36 ,1.21 , 1.51,"Children estimates were not available at the time of publication.",1.40 ,1.27 , 1.55,"Children estimates were not available at the time of publication.",1.43 ,1.30 , 1.57,"Children estimates were not available at the time of publication.",1.42 ,1.28 , 1.56,"Children estimates were not available at the time of publication.",1.38 ,1.23 , 1.51,"Children estimates were not available at the time of publication.",1.30 ,1.16 , 1.45,"Children estimates were not available at the time of publication.",1.21 ,1.06 , 1.36,"Children estimates were not available at the time of publication.",1.09 ,0.96 , 1.25,"Children estimates were not available at the time of publication.",0.98 ,0.85 , 1.13,"Children estimates were not available at the time of publication.",0.86 ,0.74 , 1.02,"Children estimates were not available at the time of publication.",0.75 ,0.62 , 0.89,"Children estimates were not available at the time of publication.",0.64 ,0.51 , 0.77,"Children estimates were not available at the time of publication.",0.52 ,0.40 , 0.67,"Children estimates were not available at the time of publication.",0.42 ,0.30 , 0.56,"Children estimates were not available at the time of publication.",0.34 ,0.24 , 0.47,"Children estimates were not available at the time of publication.",0.27 ,0.17 , 0.40,"Children estimates were not available at the time of publication.",0.22 ,0.13 , 0.35,"Children estimates were not available at the time of publication.",0.19 ,0.11 , 0.31,"Children estimates were not available at the time of publication.",0.16 ,0.09 , 0.27,"Children estimates were not available at the time of publication.",0.15 ,0.07 , 0.26,"Children estimates were not available at the time of publication.",0.14 ,0.06 , 0.25,"Children estimates were not available at the time of publication.",0.13 ,0.05 , 0.23,"Children estimates were not available at the time of publication.",0.12 ,0.04 , 0.23,"Children estimates were not available at the time of publication."
Tunisia,<0.01 ,<0.01 , <0.01,,0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.02 ,0.01 , 0.02,,0.02 ,0.02 , 0.02,,0.02 ,0.02 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.03 , 0.03,,0.03 ,0.03 , 0.04,,0.04 ,0.03 , 0.04,,0.04 ,0.04 , 0.04,,0.04 ,0.04 , 0.05,,0.05 ,0.04 , 0.05,,0.05 ,0.04 , 0.06,,0.04 ,0.03 , 0.06,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.04 ,0.03 , 0.04,,0.04 ,0.04 , 0.04,,0.04 ,0.04 , 0.05,,0.04 ,0.04 , 0.05,,0.05 ,0.04 , 0.05,,0.05 ,0.04 , 0.06,,0.05 ,0.04 , 0.06,,0.05 ,0.04 , 0.06,,0.05 ,0.04 , 0.07,,0.06 ,0.04 , 0.07,,0.06 ,0.04 , 0.07,
Turkey,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,11.92 ,10.08 , 14.35,,10.70 ,9.38 , 12.64,,10.01 ,8.96 , 11.71,,9.47 ,8.56 , 10.86,,9.14 ,8.31 , 10.48,,8.75 ,7.94 , 10.01,,8.42 ,7.67 , 9.58,,8.08 ,7.36 , 9.14,,7.84 ,7.17 , 8.87,,7.62 ,6.97 , 8.63,,7.39 ,6.80 , 8.34,,7.21 ,6.64 , 8.07,,6.96 ,6.44 , 7.80,,6.79 ,6.27 , 7.68,,6.50 ,6.04 , 7.37,,6.38 ,5.87 , 7.28,,6.18 ,5.60 , 7.00,,6.22 ,5.64 , 7.07,,6.24 ,5.64 , 7.15,,5.99 ,5.38 , 6.97,,5.67 ,5.09 , 6.69,,5.37 ,4.81 , 6.30,,5.08 ,4.53 , 6.01,,4.59 ,4.02 , 5.45,,4.08 ,3.55 , 4.82,,3.62 ,3.15 , 4.28,,3.34 ,2.86 , 3.98,,2.97 ,2.44 , 3.53,,2.50 ,2.00 , 3.03,,2.26 ,1.78 , 2.80,,1.72 ,1.38 , 2.18,
Ukraine,0.03 ,0.01 , 0.05,,0.06 ,0.02 , 0.11,,0.13 ,0.06 , 0.23,,0.24 ,0.12 , 0.42,,0.42 ,0.24 , 0.69,,0.65 ,0.43 , 0.99,,0.92 ,0.66 , 1.25,,1.05 ,0.82 , 1.31,,1.17 ,0.95 , 1.41,,1.20 ,0.99 , 1.47,,1.18 ,0.97 , 1.47,,1.08 ,0.88 , 1.36,,0.96 ,0.76 , 1.23,,0.84 ,0.66 , 1.09,,0.76 ,0.58 , 1.01,,0.64 ,0.48 , 0.86,,0.57 ,0.42 , 0.78,,0.52 ,0.38 , 0.72,,0.49 ,0.35 , 0.68,,0.47 ,0.34 , 0.66,,0.46 ,0.33 , 0.62,,0.45 ,0.33 , 0.61,,0.46 ,0.34 , 0.60,,0.46 ,0.34 , 0.61,,0.47 ,0.34 , 0.63,,0.48 ,0.36 , 0.65,,0.48 ,0.36 , 0.67,,0.47 ,0.34 , 0.66,,0.45 ,0.33 , 0.65,,0.43 ,0.30 , 0.63,,0.41 ,0.28 , 0.62,
United Arab Emirates,0.02 ,<0.01 , 0.06,,0.03 ,<0.01 , 0.08,,0.04 ,<0.01 , 0.09,,0.04 ,<0.01 , 0.09,,0.03 ,<0.01 , 0.07,,0.02 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.03 ,0.02 , 0.04,,0.04 ,0.02 , 0.05,,0.04 ,0.03 , 0.05,,0.05 ,0.03 , 0.06,,0.06 ,0.04 , 0.07,,0.07 ,0.05 , 0.08,,0.08 ,0.06 , 0.09,,0.09 ,0.07 , 0.10,,0.10 ,0.08 , 0.12,,0.11 ,0.09 , 0.13,,0.13 ,0.11 , 0.15,,0.14 ,0.12 , 0.17,,0.16 ,0.13 , 0.19,,0.18 ,0.15 , 0.21,,0.20 ,0.16 , 0.24,,0.22 ,0.17 , 0.27,
United Kingdom,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,8.59 ,7.78 , 9.57,,9.02 ,8.20 , 9.91,,9.23 ,8.45 , 10.09,,9.15 ,8.42 , 10.01,,8.91 ,8.22 , 9.72,,8.46 ,7.82 , 9.26,,8.00 ,7.42 , 8.77,,7.55 ,7.03 , 8.33,,7.15 ,6.62 , 7.91,,6.69 ,6.21 , 7.44,,6.39 ,5.91 , 7.10,,6.01 ,5.57 , 6.70,,5.72 ,5.29 , 6.37,,5.40 ,5.00 , 6.02,,5.17 ,4.79 , 5.76,,4.98 ,4.61 , 5.56,,4.77 ,4.41 , 5.35,,4.56 ,4.20 , 5.18,,4.32 ,3.99 , 4.98,,4.29 ,3.92 , 4.92,,4.20 ,3.83 , 4.84,,4.15 ,3.79 , 4.80,,4.11 ,3.74 , 4.77,,3.82 ,3.44 , 4.44,,3.65 ,3.29 , 4.21,,3.41 ,3.06 , 3.92,,3.24 ,2.90 , 3.74,,3.03 ,2.71 , 3.52,,2.79 ,2.47 , 3.25,,2.47 ,2.16 , 2.89,,2.08 ,1.78 , 2.45,
United States,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",0.23 ,0.18 , 0.29,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.28,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.28,"Children estimates were not available at the time of publication.",0.21 ,0.17 , 0.27,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.28,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.28,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.28,"Children estimates were not available at the time of publication.",0.21 ,0.16 , 0.27,"Children estimates were not available at the time of publication.",0.21 ,0.16 , 0.26,"Children estimates were not available at the time of publication.",0.20 ,0.15 , 0.25,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
